Shelfmark,UV URL,Page Label,Date,Type,Notes,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.55v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.56r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.56v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.57r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.57v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.58r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.58v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.59r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.59v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.60r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.60v,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
MS 25561,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182441979.0x000001 ,f.61r,"2,24,37",Correspondence,,,,,,,,,,,,,,,,,,,,
